Rk,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
326,Alex Pietrangelo\pietral01,26,D,STL,73,7,30,37,10,20,6,1,0,1,25,4,1,182,3.8,1920,26:18,136,48,0,0,
327,Mike Green\greenmi03,30,D,DET,74,7,28,35,-6,38,2,5,0,0,13,15,0,124,5.6,1463,19:46,71,106,0,2,0.0
328,Jake Gardiner\gardija01,25,D,TOR,79,7,24,31,-15,32,6,1,0,2,12,11,1,122,5.7,1629,20:37,67,87,2,0,100.0
329,Zach Bogosian\bogosza01,25,D,BUF,64,7,17,24,-11,68,4,3,0,1,13,3,1,121,5.8,1430,22:21,98,86,0,0,
330,Jason Demers\demerja01,27,D,DAL,62,7,16,23,16,72,3,3,1,1,14,2,0,94,7.4,1294,20:52,73,86,0,0,
331,Tom Wilson\wilsoto01,21,RW,WSH,82,7,16,23,3,163,7,0,0,1,14,1,1,99,7.1,1059,12:55,48,253,8,6,57.1
332,Alexander Burmistrov\burmial01,24,C,WPG,81,7,14,21,-11,32,7,0,0,2,12,1,1,102,6.9,1310,16:10,35,125,205,307,40.0
333,Scott Laughton\laughsc01,21,C,PHI,71,7,14,21,-2,34,7,0,0,0,14,0,0,85,8.2,741,10:26,29,86,170,218,43.8
334,Chris Tierney\tiernch01,21,C,SJS,79,7,13,20,-16,20,5,1,1,2,13,0,0,96,7.3,1042,13:12,39,24,368,437,45.7
335,Zemgus Girgensons\girgeze01,22,C,BUF,71,7,11,18,0,20,6,1,0,1,9,1,1,110,6.4,1068,15:02,41,125,153,182,45.7
336,Jon Marchessault\audymjo01,25,C,TBL,45,7,11,18,-10,17,3,4,0,1,8,3,0,81,8.6,544,12:05,9,61,38,41,48.1
337,Tommy Wingels\wingeto01,27,C,SJS,68,7,11,18,-10,63,6,1,0,0,7,2,2,111,6.3,927,13:38,54,203,38,55,40.9
338,Sven Andrighetto\andrisv01,22,RW,MTL,44,7,10,17,1,6,6,1,0,0,9,1,0,74,9.5,621,14:07,17,71,3,4,42.9
339,Phillip Di Giuseppe\digiuph01,22,LW,CAR,41,7,10,17,0,18,7,0,0,1,10,0,0,68,10.3,585,14:16,21,113,7,13,35.0
340,Adam Lowry\lowryad01,22,C,WPG,74,7,10,17,-9,53,7,0,0,2,10,0,0,73,9.6,1037,14:01,48,187,391,454,46.3
341,Milan Michalek\michami01,31,LW,TOT,45,7,9,16,0,18,4,3,0,0,6,3,0,64,10.9,725,16:07,27,42,3,5,37.5
342,Emerson Etem\etemem01,23,RW,TOT,58,7,8,15,-12,11,7,0,0,1,8,0,0,100,7.0,763,13:09,43,87,2,2,50.0
343,Colin Greening\greenco01,29,LW,TOT,31,7,8,15,-2,13,6,1,0,0,7,1,0,58,12.1,437,14:06,10,90,13,8,61.9
344,Pierre-Edouard Bellemare\bellepi01,30,LW,PHI,74,7,7,14,-8,27,6,0,1,1,6,0,1,102,6.9,1004,13:34,61,65,272,307,47.0
345,Ryan Garbutt\garbury01,30,C,TOT,80,7,7,14,-11,48,6,0,1,3,7,0,0,135,5.2,867,10:50,28,165,1,7,12.5
346,Andrew Copp\coppan01,21,C,WPG,77,7,6,13,8,6,7,0,0,0,6,0,0,54,13.0,616,8:00,18,87,224,262,46.1
347,Dwight King\kingdw01,26,LW,LAK,47,7,6,13,-6,24,7,0,0,2,6,0,0,48,14.6,679,14:26,6,73,2,5,28.6
348,Jake Virtanen\virtaja01,19,RW,VAN,55,7,6,13,-7,45,6,1,0,1,6,0,0,94,7.4,636,11:34,22,128,2,3,40.0
349,Ryan Carter\cartery01,32,LW,MIN,60,7,5,12,-3,48,6,0,1,0,5,0,0,62,11.3,668,11:08,37,87,21,17,55.3
350,Kyle Brodziak\brodzky01,31,C,STL,76,7,4,11,-1,37,4,0,3,4,4,0,0,49,14.3,821,10:48,37,50,275,281,49.5
351,Conor Sheary\shearco01,23,LW,PIT,44,7,3,10,-1,8,7,0,0,0,3,0,0,51,13.7,429,9:45,5,15,1,7,12.5
352,Eric Nystrom\nystrer01,32,LW,NSH,46,7,0,7,-6,20,6,0,1,1,0,0,0,27,25.9,528,11:29,26,92,1,1,50.0
353,P.K. Subban\subbapk01,26,D,MTL,68,6,45,51,4,75,4,2,0,0,23,22,0,176,3.4,1793,26:22,80,102,0,0,
354,T.J. Brodie\broditj01,25,D,CGY,70,6,39,45,4,18,4,2,0,1,30,7,2,79,7.6,1768,25:15,104,15,0,0,
355,Michael Stone\stonemi01,25,D,ARI,75,6,30,36,-10,62,6,0,0,1,16,14,0,161,3.7,1687,22:29,143,137,0,2,0.0
356,Brian Campbell\campbbr02,36,D,FLA,82,6,25,31,31,26,5,0,1,1,17,8,0,99,6.1,1827,22:17,80,27,0,0,
357,Andrej Sekera\sekeran01,29,D,EDM,81,6,24,30,-15,12,4,2,0,2,11,12,1,155,3.9,1769,21:50,156,60,0,0,
358,Trevor Daley\daleytr01,32,D,TOT,82,6,22,28,9,34,5,1,0,0,14,8,0,130,4.6,1512,18:26,79,42,0,1,0.0
359,Mikhail Grigorenko\grigomi01,21,C,COL,74,6,21,27,2,8,5,1,0,0,18,3,0,84,7.1,982,13:16,39,23,150,199,43.0
360,Colin Wilson\wilsoco01,26,LW,NSH,64,6,18,24,-1,14,5,1,0,0,18,0,0,108,5.6,925,14:27,25,61,14,21,40.0
361,Mark Streit\streima01,38,D,PHI,62,6,17,23,-1,18,4,2,0,1,11,6,0,110,5.5,1356,21:52,90,28,0,0,
362,Nick Holden\holdeni01,28,D,COL,82,6,16,22,-1,24,6,0,0,0,15,1,0,98,6.1,1794,21:53,118,217,0,0,
363,John-Michael Liles\lilesjo01,35,D,TOT,81,6,15,21,-10,18,4,1,1,1,13,2,0,111,5.4,1645,20:18,127,81,0,0,
364,Jacob Trouba\troubja01,21,D,WPG,81,6,15,21,10,62,5,0,1,0,10,4,1,133,4.5,1787,22:04,177,144,0,1,0.0
365,Alexander Edler\edleral01,29,D,VAN,52,6,14,20,-8,46,3,3,0,0,8,6,0,111,5.4,1272,24:27,106,84,0,0,
366,Curtis Lazar\lazarcu01,20,RW,OTT,76,6,14,20,-1,18,4,1,1,0,10,1,3,78,7.7,1053,13:52,47,118,168,216,43.8
367,Olli Maatta\maattol01,21,D,PIT,67,6,13,19,27,22,6,0,0,2,11,1,1,95,6.3,1337,19:58,87,81,0,0,
368,David Schlemko\schleda01,28,D,NJD,67,6,13,19,-22,16,5,1,0,3,2,11,0,104,5.8,1249,18:39,88,47,0,0,
369,Daniel Winnik\winnida01,30,C,TOT,76,6,13,19,4,38,6,0,0,0,13,0,0,101,5.9,1042,13:43,46,53,8,12,40.0
370,Matt Bartkowski\bartkma01,27,D,VAN,80,6,12,18,-19,50,6,0,0,0,12,0,0,85,7.1,1490,18:37,42,141,0,0,
371,Thomas Hickey\hicketh01,26,D,NYI,62,6,11,17,9,30,6,0,0,2,11,0,0,55,10.9,1079,17:24,90,65,0,0,
372,Connor Murphy\murphco02,22,D,ARI,78,6,11,17,5,48,5,1,0,1,9,2,0,101,5.9,1599,20:30,139,175,0,0,
373,Shane Prince\princsh01,23,LW,TOT,62,6,11,17,5,10,6,0,0,1,11,0,0,88,6.8,696,11:14,14,24,4,1,80.0
374,Matt Stajan\stajama01,32,C,CGY,80,6,11,17,-4,52,4,0,2,0,10,0,1,58,10.3,1016,12:42,45,77,373,415,47.3
375,Shawn Horcoff\horcosh01,37,C,ANA,59,6,9,15,1,34,5,0,1,2,8,0,1,73,8.2,784,13:17,24,58,320,306,51.1
376,Dominic Moore\mooredo01,35,C,NYR,80,6,9,15,-2,32,6,0,0,2,9,0,0,94,6.4,1064,13:18,35,51,476,384,55.3
377,Jack Johnson\johnsja02,29,D,CBJ,60,6,8,14,-16,25,3,3,0,2,5,3,0,86,7.0,1451,24:11,102,98,0,1,0.0
378,Scottie Upshall\upshasc01,32,RW,STL,70,6,8,14,5,44,6,0,0,1,5,0,3,113,5.3,766,10:57,16,92,12,22,35.3
379,Derek MacKenzie\mackede01,34,C,FLA,64,6,7,13,7,36,6,0,0,3,6,0,1,79,7.6,842,13:09,38,154,439,362,54.8
380,William Nylander\nylanwi01,19,C,TOR,22,6,7,13,1,4,5,1,0,1,5,2,0,43,14.0,359,16:20,5,5,143,148,49.1
381,Chris Wideman\widemch01,26,D,OTT,64,6,7,13,4,34,5,1,0,2,6,1,0,87,6.9,893,13:57,71,57,0,0,
382,Beau Bennett\bennebe01,24,RW,PIT,33,6,6,12,-1,10,5,1,0,0,4,2,0,52,11.5,393,11:54,6,65,2,4,33.3
383,Nicolas Deslauriers\deslani01,24,LW,BUF,70,6,6,12,-14,59,6,0,0,1,6,0,0,72,8.3,723,10:20,30,206,0,1,0.0
384,Teemu Pulkkinen\pulkkte01,24,LW,DET,36,6,6,12,2,14,5,1,0,1,4,2,0,65,9.2,416,11:34,8,5,0,1,0.0
385,Chris Thorburn\thorbch01,32,RW,WPG,82,6,6,12,-1,81,5,0,1,2,6,0,0,70,8.6,830,10:07,32,146,68,54,55.7
386,Erik Condra\condrer01,29,RW,TBL,54,6,5,11,-4,34,6,0,0,0,5,0,0,58,10.3,578,10:42,16,20,1,2,33.3
387,Nick Cousins\cousini01,22,C,PHI,36,6,5,11,5,4,6,0,0,1,3,2,0,41,14.6,386,10:44,17,38,109,128,46.0
388,Quinton Howden\howdequ01,24,C,FLA,58,6,5,11,-1,18,6,0,0,0,5,0,0,54,11.1,602,10:22,10,116,3,3,50.0
389,Cedric Paquette\paquece01,22,C,TBL,56,6,5,11,-2,51,5,0,1,1,5,0,0,50,12.0,713,12:44,31,137,141,142,49.8
390,Markus Granlund\granlma01,22,C,TOT,47,6,4,10,-4,14,5,0,1,1,3,0,1,56,10.7,648,13:47,23,31,202,270,42.8
391,Daniel Carr\carrda01,24,LW,MTL,23,6,3,9,0,8,5,1,0,1,3,0,0,39,15.4,278,12:04,5,25,0,0,
392,Richard Panik\panikri01,24,RW,CHI,30,6,2,8,4,6,6,0,0,1,2,0,0,39,15.4,325,10:50,11,54,1,1,50.0
393,Tyler Randell\randety01,24,RW,BOS,27,6,0,6,-2,47,6,0,0,1,0,0,0,18,33.3,189,6:59,8,39,0,0,
394,Keith Yandle\yandlke01,29,D,NYR,82,5,42,47,-4,40,3,2,0,1,22,20,0,160,3.1,1637,19:58,68,43,0,0,
395,Andrei Markov\markoan01,37,D,MTL,82,5,39,44,-6,38,1,4,0,0,26,13,0,117,4.3,1955,23:50,142,57,0,0,
396,Nick Leddy\leddyni01,24,D,NYI,81,5,35,40,-9,25,2,3,0,1,19,16,0,121,4.1,1832,22:37,87,83,0,0,
397,Alex Goligoski\goligal01,30,D,DAL,82,5,32,37,21,34,4,1,0,1,27,4,1,127,3.9,1954,23:50,159,100,0,0,
398,Matt Niskanen\niskama01,29,D,WSH,82,5,27,32,10,38,3,2,0,3,13,14,0,150,3.3,2022,24:40,145,157,0,0,
399,Cam Fowler\fowleca01,24,D,ANA,69,5,23,28,-8,27,2,3,0,0,9,14,0,113,4.4,1572,22:47,112,43,0,0,
400,Travis Hamonic\hamontr01,25,D,NYI,72,5,16,21,-5,35,4,0,1,1,16,0,0,147,3.4,1715,23:49,128,148,0,0,
401,Marco Scandella\scandma01,25,D,MIN,73,5,16,21,6,22,3,2,0,0,14,1,1,126,4.0,1511,20:42,105,66,0,0,
402,Ron Hainsey\hainsro01,34,D,CAR,81,5,14,19,-13,37,5,0,0,2,14,0,0,131,3.8,1808,22:19,126,85,0,0,
403,Kevan Miller\milleke03,28,D,BOS,71,5,13,18,15,53,5,0,0,0,12,1,0,64,7.8,1353,19:04,123,164,0,0,
404,Joseph Blandisi\blandjo01,21,LW,NJD,41,5,12,17,-14,34,1,4,0,1,10,2,0,43,11.6,640,15:36,13,39,11,22,33.3
405,Kevin Connauton\connake01,25,D,TOT,65,5,12,17,7,60,5,0,0,0,9,3,0,109,4.6,1088,16:44,58,100,0,0,
406,Derek Dorsett\dorsede01,29,RW,VAN,71,5,11,16,-13,177,5,0,0,0,10,0,1,91,5.5,894,12:35,44,127,3,7,30.0
407,Justin Fontaine\fontaju01,28,RW,MIN,60,5,11,16,3,20,5,0,0,1,10,0,1,54,9.3,711,11:51,24,9,1,3,25.0
408,Jeff Petry\petryje01,28,D,MTL,51,5,11,16,-6,16,4,1,0,2,4,4,3,98,5.1,1089,21:21,73,86,1,0,100.0
409,Tom Kuhnhackl\kuhnhto01,24,RW,PIT,42,5,10,15,3,24,3,0,2,1,10,0,0,52,9.6,512,12:12,32,57,0,3,0.0
410,Josh Manson\mansojo01,24,D,ANA,71,5,10,15,11,74,5,0,0,1,10,0,0,88,5.7,1334,18:47,67,158,0,0,
411,Radko Gudas\gudasra01,25,D,PHI,76,5,9,14,-3,116,5,0,0,1,9,0,0,150,3.3,1508,19:51,157,304,0,0,
412,David Legwand\legwada01,35,C,BUF,79,5,9,14,-4,14,4,0,1,0,7,1,1,61,8.2,767,9:42,18,28,196,231,45.9
413,Chris Neil\neilch01,36,RW,OTT,80,5,8,13,-3,165,5,0,0,0,8,0,0,70,7.1,744,9:18,12,215,1,1,50.0
414,Iiro Pakarinen\pakarii01,24,RW,EDM,63,5,8,13,-10,8,5,0,0,0,6,2,0,76,6.6,677,10:45,21,152,5,8,38.5
415,Radek Faksa\faksara01,22,C,DAL,45,5,7,12,9,16,5,0,0,1,6,1,0,67,7.5,556,12:21,33,48,197,204,49.1
416,Matt Hendricks\hendrma01,34,LW,EDM,68,5,7,12,2,82,4,0,1,0,6,0,1,62,8.1,900,13:14,68,175,251,202,55.4
417,Marc Methot\methoma01,30,D,OTT,69,5,7,12,12,34,5,0,0,0,7,0,0,74,6.8,1425,20:39,90,124,0,0,
418,Jason Garrison\garrija01,31,D,TBL,72,5,6,11,-4,18,5,0,0,1,6,0,0,99,5.1,1329,18:28,105,88,0,0,
419,Adam Cracknell\crackad01,30,RW,TOT,52,5,5,10,-1,20,5,0,0,1,5,0,0,68,7.4,636,12:14,25,124,156,239,39.5
420,Marko Da?o\danoma01,21,C,TOT,34,5,5,10,-7,10,5,0,0,0,4,1,0,54,9.3,417,12:15,15,62,2,4,33.3
421,Landon Ferraro\ferrala01,24,C,TOT,68,5,5,10,-11,27,5,0,0,1,5,0,0,77,6.5,722,10:37,29,101,29,57,33.7
422,Miikka Salomaki\salommi01,22,RW,NSH,61,5,5,10,-1,28,5,0,0,1,4,0,1,61,8.2,732,12:00,30,164,2,1,66.7
423,Brandon Sutter\suttebr03,26,C,VAN,20,5,4,9,3,2,3,1,1,2,4,0,0,45,11.1,360,17:59,10,12,146,132,52.5
424,Logan Shaw\shawlo01,24,RW,FLA,53,5,2,7,-7,13,4,1,0,1,2,0,0,72,6.9,649,12:14,20,88,16,21,43.2
425,Scott Wilson\wilsosc01,23,LW,PIT,24,5,1,6,0,12,5,0,0,1,1,0,0,39,12.8,256,10:41,6,38,0,0,
426,Josh Leivo\leivojo01,22,LW,TOR,12,5,0,5,2,6,4,1,0,1,0,0,0,20,25.0,148,12:19,3,7,1,1,50.0
427,Torey Krug\krugto01,24,D,BOS,81,4,40,44,9,33,3,1,0,1,22,18,0,244,1.6,1751,21:37,94,61,2,0,100.0
428,Dion Phaneuf\phanedi01,30,D,TOT,71,4,28,32,-7,90,4,0,0,0,17,9,2,144,2.8,1587,22:21,89,168,0,0,
429,Ryan Murray\murrary01,22,D,CBJ,82,4,21,25,-10,40,3,1,0,0,11,10,0,90,4.4,1873,22:51,171,51,0,0,
430,David Savard\savarda01,25,D,CBJ,65,4,21,25,-7,45,3,1,0,0,16,4,1,122,3.3,1506,23:10,111,122,0,0,
431,Justin Braun\braunju01,28,D,SJS,80,4,19,23,11,36,4,0,0,0,18,1,0,114,3.5,1645,20:34,140,95,0,0,
432,Noah Hanifin\hanifno01,19,D,CAR,79,4,18,22,-14,22,3,1,0,0,12,6,0,122,3.3,1414,17:54,78,67,0,0,
433,Karl Alzner\alzneka01,27,D,WSH,82,4,17,21,14,26,4,0,0,1,17,0,0,75,5.3,1753,21:23,207,135,0,0,
434,Johnny Oduya\oduyajo01,34,D,DAL,82,4,17,21,8,26,3,0,1,0,16,0,1,63,6.3,1671,20:23,172,73,0,0,
435,Andrej Sustr\sustran01,25,D,TBL,77,4,17,21,-2,30,4,0,0,1,17,0,0,65,6.2,1296,16:50,66,29,0,0,
436,John Moore\moorejo01,25,D,NJD,73,4,15,19,-12,28,3,1,0,3,10,5,0,106,3.8,1448,19:50,83,93,0,0,
437,Kris Russell\russekr01,28,D,TOT,62,4,15,19,-5,10,2,2,0,1,13,2,0,70,5.7,1431,23:05,210,40,0,1,0.0
438,Micheal Ferland\ferlami01,23,LW,CGY,71,4,14,18,-15,45,3,1,0,0,13,1,0,122,3.3,896,12:37,22,207,7,5,58.3
439,Justin Schultz\schulju01,25,D,TOT,63,4,14,18,-15,16,2,2,0,0,8,6,0,82,4.9,1162,18:27,72,36,0,2,0.0
440,Chris Tanev\tanevch01,26,D,VAN,69,4,14,18,-8,8,2,2,0,0,12,1,1,42,9.5,1501,21:45,166,18,0,0,
441,Cody Franson\fransco01,28,D,BUF,59,4,13,17,-5,26,3,1,0,1,7,6,0,92,4.3,993,16:50,56,61,0,0,
442,Brett Pesce\pescebr01,21,D,CAR,69,4,12,16,-7,16,3,1,0,1,8,4,0,85,4.7,1295,18:46,83,30,0,1,0.0
443,Luke Schenn\schenlu01,26,D,TOT,72,4,12,16,-2,82,3,1,0,0,12,0,0,76,5.3,1265,17:34,106,234,1,1,50.0
444,Marek Zidlicky\zidlima01,38,D,NYI,53,4,12,16,5,20,4,0,0,1,8,4,0,48,8.3,826,15:35,68,39,0,0,
445,Kevin Bieksa\biekske01,34,D,ANA,71,4,11,15,-7,99,2,2,0,1,7,4,0,109,3.7,1492,21:01,108,152,0,0,
446,Linden Vey\veyli01,24,RW,VAN,41,4,11,15,-14,6,1,3,0,0,9,2,0,40,10.0,646,15:45,9,4,193,256,43.0
447,Jacob Josefson\josefja01,24,C,NJD,58,4,10,14,-21,20,1,3,0,1,1,8,1,86,4.7,900,15:31,40,67,323,344,48.4
448,Jake McCabe\mccabja01,22,D,BUF,77,4,10,14,6,51,4,0,0,0,10,0,0,62,6.5,1472,19:07,109,114,0,2,0.0
449,Michael Del Zotto\delzomi01,25,D,PHI,52,4,9,13,-8,16,4,0,0,1,8,1,0,98,4.1,1217,23:25,104,140,0,0,
450,Andy Greene\greenan01,33,D,NJD,82,4,9,13,7,26,3,1,0,0,8,1,0,63,6.3,1882,22:57,154,73,0,0,
451,Dmitrij Jaskin\jaskidm01,22,RW,STL,65,4,9,13,3,26,4,0,0,1,9,0,0,92,4.3,771,11:52,16,126,8,20,28.6
452,Josh Jooris\joorijo01,25,C,CGY,59,4,9,13,-1,39,4,0,0,0,7,0,2,80,5.0,725,12:17,33,62,114,143,44.4
453,Kyle Chipchura\chipcky01,29,C,ARI,70,4,8,12,-10,38,4,0,0,1,7,1,0,47,8.5,716,10:13,13,73,88,80,52.4
454,Oscar Klefbom\klefbos01,22,D,EDM,30,4,8,12,-4,6,4,0,0,1,5,3,0,48,8.3,657,21:53,62,21,0,0,
455,Evgeny Medvedev\medveev01,33,D,PHI,45,4,8,12,5,34,3,1,0,1,6,2,0,71,5.6,847,18:50,34,38,0,0,
456,Brandon Davidson\davidbr01,24,D,EDM,51,4,7,11,7,20,2,2,0,0,6,0,1,63,6.3,979,19:12,92,74,0,0,
457,Andreas Martinsen\martian01,25,LW,COL,55,4,7,11,-4,47,4,0,0,1,7,0,0,52,7.7,610,11:06,27,155,1,3,25.0
458,Kyle Quincey\quincky01,30,D,DET,47,4,7,11,1,36,4,0,0,2,7,0,0,62,6.5,929,19:46,62,49,0,0,
459,Bryan Rust\rustbr01,23,RW,PIT,41,4,7,11,1,12,4,0,0,1,6,1,0,68,5.9,512,12:30,23,62,1,3,25.0
460,Joel Armia\armiajo01,22,RW,WPG,43,4,6,10,2,12,4,0,0,1,4,0,2,52,7.7,523,12:10,20,59,0,2,0.0
461,Phillip Danault\danauph01,22,C,TOT,51,4,6,10,-5,14,4,0,0,1,6,0,0,72,5.6,651,12:45,28,45,247,272,47.6
462,Jonathan Drouin\drouijo01,20,LW,TBL,21,4,6,10,1,4,4,0,0,1,4,2,0,25,16.0,303,14:27,2,18,9,10,47.4
463,Brian Flynn\flynnbr01,27,C,MTL,56,4,6,10,-3,6,3,0,1,0,5,0,1,73,5.5,657,11:44,33,23,200,146,57.8
464,Ben Lovejoy\lovejbe01,31,D,PIT,66,4,6,10,9,30,4,0,0,0,5,0,1,90,4.4,1245,18:52,104,154,0,0,
465,Dennis Rasmussen\rasmude01,25,C,CHI,44,4,5,9,9,4,4,0,0,1,5,0,0,42,9.5,403,9:10,20,36,144,163,46.9
466,Jarret Stoll\stollja01,33,C,TOT,80,4,5,9,-1,36,4,0,0,0,5,0,0,49,8.2,974,12:11,69,117,481,362,57.1
467,Jordin Tootoo\tootojo01,32,RW,NJD,66,4,5,9,-26,102,2,2,0,0,2,3,0,90,4.4,761,11:32,18,99,0,2,0.0
468,Oliver Bjorkstrand\bjorkol01,20,RW,CBJ,12,4,4,8,6,0,4,0,0,1,4,0,0,25,16.0,192,15:59,5,9,0,0,
469,Tanner Glass\glassta01,32,LW,NYR,57,4,3,7,-3,66,4,0,0,0,3,0,0,49,8.2,586,10:17,18,224,6,14,30.0
470,Chris Porter\portech01,31,LW,MIN,61,4,3,7,-6,6,4,0,0,0,3,0,0,45,8.9,588,9:38,12,157,0,1,0.0
471,Zach Hyman\hymanza01,23,C,TOR,16,4,2,6,0,18,4,0,0,0,2,0,0,37,10.8,251,15:41,8,31,1,2,33.3
472,Tomas Jurco\jurcoto01,23,RW,DET,44,4,2,6,-6,16,4,0,0,0,2,0,0,43,9.3,404,9:11,4,50,1,0,100.0
473,Ty Rattie\rattity01,22,RW,STL,13,4,2,6,1,4,4,0,0,0,2,0,0,16,25.0,121,9:17,2,6,0,0,
474,Colton Sissons\sissoco01,22,C,NSH,34,4,2,6,5,12,4,0,0,0,2,0,0,25,16.0,339,9:58,20,35,141,111,56.0
475,Chris Wagner\wagnech01,24,RW,TOT,43,4,2,6,-2,28,4,0,0,1,2,0,0,55,7.3,394,9:09,27,95,148,126,54.0
476,Brandon Mashinter\mashibr01,27,LW,CHI,41,4,1,5,-7,23,4,0,0,0,1,0,0,25,16.0,307,7:30,3,62,0,0,
477,Mason Raymond\raymoma01,30,LW,CGY,29,4,1,5,-3,8,4,0,0,0,1,0,0,53,7.5,358,12:20,7,12,3,4,42.9
478,Seth Jones\jonesse01,21,D,TOT,81,3,28,31,-14,22,2,1,0,0,15,12,1,157,1.9,1788,22:05,118,86,0,0,
479,Niklas Kronwall\kronwni01,35,D,DET,64,3,23,26,-21,30,3,0,0,2,9,14,0,61,4.9,1409,22:01,81,93,0,0,
480,Paul Martin\martipa01,34,D,SJS,78,3,17,20,13,22,2,1,0,0,16,1,0,49,6.1,1617,20:44,123,54,0,0,
481,Jay Bouwmeester\bouwmja01,32,D,STL,72,3,16,19,-4,18,2,1,0,0,15,1,0,105,2.9,1664,23:07,110,71,0,0,
482,Adam Larsson\larssad01,23,D,NJD,82,3,15,18,15,77,3,0,0,1,14,0,1,65,4.6,1846,22:31,148,163,0,0,
483,Tyler Kennedy\kennety01,29,C,NJD,50,3,13,16,-14,14,2,1,0,0,8,5,0,72,4.2,671,13:26,9,35,23,35,39.7
484,Colin Miller\milleco02,23,D,BOS,42,3,13,16,0,39,3,0,0,0,8,5,0,59,5.1,663,15:48,36,45,0,0,
485,Jonathan Ericsson\ericsjo01,31,D,DET,71,3,12,15,2,56,3,0,0,0,12,0,0,68,4.4,1316,18:32,48,121,0,0,
486,Brendan Smith\smithbr05,26,D,DET,63,3,12,15,1,62,2,1,0,0,12,0,0,82,3.7,1109,17:36,42,94,0,0,
487,Trevor van Riemsdyk\vanritr01,24,D,CHI,82,3,11,14,-5,31,3,0,0,1,8,2,1,85,3.5,1639,19:59,155,44,0,0,
488,Dan Hamhuis\hamhuda01,33,D,VAN,58,3,10,13,-2,28,2,1,0,1,8,2,0,72,4.2,1242,21:25,72,64,0,0,
489,Nick Spaling\spalini01,27,C,TOT,58,3,10,13,-2,24,3,0,0,0,10,0,0,53,5.7,828,14:17,45,65,309,292,51.4
490,Jordie Benn\bennjo01,28,D,DAL,64,3,9,12,2,21,2,1,0,2,8,0,1,58,5.2,1001,15:39,94,90,0,0,
491,Deryk Engelland\engelde01,33,D,CGY,69,3,9,12,7,54,3,0,0,0,8,0,1,71,4.2,1051,15:14,107,105,0,0,
492,Gregory Campbell\campbgr01,32,C,CBJ,82,3,8,11,-6,78,3,0,0,2,8,0,0,58,5.2,866,10:34,56,100,229,253,47.5
493,Tyler Ennis\ennisty01,26,C,BUF,23,3,8,11,-9,11,1,2,0,0,6,2,0,57,5.3,416,18:04,8,30,2,0,100.0
494,Jay McClement\mccleja01,32,C,CAR,77,3,8,11,-17,24,2,0,1,0,8,0,0,64,4.7,893,11:36,31,79,375,303,55.3
495,Darnell Nurse\nurseda01,20,D,EDM,69,3,7,10,-13,60,3,0,0,0,5,1,1,120,2.5,1396,20:14,103,160,0,0,
496,Brooks Orpik\orpikbr01,35,D,WSH,41,3,7,10,11,24,3,0,0,1,7,0,0,31,9.7,812,19:49,102,125,0,0,
497,Nick Shore\shoreni01,23,C,LAK,68,3,7,10,-10,32,3,0,0,1,5,2,0,90,3.3,844,12:24,17,97,384,357,51.8
498,Austin Watson\watsoau01,24,LW,NSH,57,3,7,10,-4,32,3,0,0,0,7,0,0,55,5.5,570,10:00,45,74,6,7,46.2
499,Kyle Clifford\cliffky01,25,LW,LAK,56,3,6,9,-1,55,3,0,0,0,6,0,0,68,4.4,524,9:21,11,111,3,4,42.9
500,Ryan Dzingel\dzingry01,23,LW,OTT,30,3,6,9,4,11,3,0,0,0,6,0,0,23,13.0,324,10:48,4,54,2,2,50.0